timestamp,ward,co2_ppm,pm25,pm10,temp_c,humidity_pct,airflow_ms,anomaly_type,is_anomaly,reconstruction_error,predicted_anomaly
2026-01-01 00:00:00,ICU,562.1886831901772,8.880047681278514,23.00180478322583,22.75245177311297,39.146894434038494,0.2848910246568841,none,False,0.477367232685775,False
2026-01-01 00:00:30,ICU,537.4068724240767,11.951010930432632,16.589710160299678,22.703895554009062,47.334790209232345,0.35337225502533576,none,False,0.27492633009030837,False
2026-01-01 00:01:00,ICU,568.8135208952748,9.424951291480108,21.478774709836426,21.233648234038085,47.63817958405164,0.3476451384571785,none,False,0.13563540824638792,False
2026-01-01 00:01:30,ICU,522.9325264559614,15.671866721825065,19.387539012795425,21.658469130483642,43.94784205433828,0.3768275945678161,none,False,0.08885968176610186,False
2026-01-01 00:02:00,ICU,566.7355586333324,13.29811936326097,28.574132209131612,21.676376348022263,43.46892816702271,0.30959418129947225,none,False,0.09184635855854573,False
2026-01-01 00:02:30,ICU,595.4416716983868,11.665227126774154,16.648800091801597,21.34230022737735,46.95884786321288,0.3875161835471111,none,False,0.25107410016106496,False
2026-01-01 00:03:00,ICU,503.49147385181743,13.637944821573557,17.349270526389184,22.18799092956217,45.35853944408016,0.36135853066934925,none,False,0.023600800099543056,False
2026-01-01 00:03:30,ICU,559.3395731270441,14.046634468617103,20.283507983824126,22.2339338601257,46.90375845691704,0.27763689797728763,none,False,0.38621390712909776,False
2026-01-01 00:04:00,ICU,531.637280325996,10.094671117712673,18.914503878350196,23.1989676256389,42.41381131536297,0.39897915085170893,none,False,0.41384488437864553,False
2026-01-01 00:04:30,ICU,537.113180413913,12.50097373564862,22.361842045881914,22.572371807923247,47.39275624593338,0.33319947340425815,none,False,0.6054275097857168,False
2026-01-01 00:05:00,ICU,584.883966758898,11.440210313070454,14.916085756935377,21.09713643885463,42.25576642971047,0.3755642015884531,none,False,0.5336349301199746,False
2026-01-01 00:05:30,ICU,578.2406453358898,10.73377284031987,20.65486647007949,22.504613856328398,44.08749116016876,0.37361530084434424,none,False,0.11623287875227957,False
2026-01-01 00:06:00,ICU,536.1553217385759,10.871723208034483,15.239223937683136,22.394094488636327,43.608729869421296,0.3514715504378578,none,False,0.15707019009168513,False
2026-01-01 00:06:30,ICU,568.5949068328542,14.014496821709772,19.630513388350852,21.666252415642386,44.779186862072216,0.2665503530416691,none,False,0.2905014882875389,False
2026-01-01 00:07:00,ICU,497.88179425483696,9.028003985920881,21.62542286519418,21.280881947372038,43.88525680660716,0.4159486383255696,none,False,0.25326146613959344,False
2026-01-01 00:07:30,ICU,580.3464502221332,9.220292647056612,19.2064440179778,21.2456212059612,44.00404645938456,0.3930726912271819,none,False,0.09995506422921067,False
2026-01-01 00:08:00,ICU,568.2787467532459,12.735751832282121,17.65346021092654,20.84916572323198,45.2389335484269,0.32465261581107424,none,False,0.35592863717065554,False
2026-01-01 00:08:30,ICU,551.8317801769682,16.829279032863507,19.07450063530892,21.18758663494271,45.56176926376971,0.3621969521436263,none,False,0.12579456868598346,False
2026-01-01 00:09:00,ICU,584.4179523841512,13.095950741137731,25.886994983130517,21.055746240192175,43.10608296543995,0.3049380811141838,none,False,0.1514516373525808,False
2026-01-01 00:09:30,ICU,496.0017747216048,13.932183356039642,19.146749899066812,20.830483101890252,41.979993271973804,0.36701221815233126,none,False,0.22897373167468063,False
2026-01-01 00:10:00,ICU,630.9940792984147,20.76970848879057,21.695132520795426,21.215868461512798,38.63198224857465,0.3647916276556208,none,False,1.8578286827089607,True
2026-01-01 00:10:30,ICU,534.5660762153373,10.193218768383693,19.47618200841861,22.860653295446944,45.50065486789915,0.3435437164262214,none,False,0.03281115971050937,False
2026-01-01 00:11:00,ICU,484.24846687421854,10.571970889339825,19.826062618806475,23.42258249527986,45.42171818097848,0.4006817063791438,none,False,0.34971775585898285,False
2026-01-01 00:11:30,ICU,503.89334216618965,9.136927033874649,17.142132169286008,23.711383071433936,42.568117282898605,0.3935383262154055,none,False,0.6142297170813803,False
2026-01-01 00:12:00,ICU,588.609206701221,13.18851005297387,19.41832461557601,21.976365220333328,43.06929406836811,0.37398646780691797,none,False,0.13517722782744632,False
2026-01-01 00:12:30,ICU,502.3771292943446,8.201221273167004,20.737063665722964,23.272615404095244,45.51500883684618,0.345819783500799,none,False,0.09101027615568713,False
2026-01-01 00:13:00,ICU,603.6963785706373,12.694555226650674,18.40483470674386,22.894739694063674,46.32267703794395,0.4286081857277549,none,False,0.09354033450441766,False
2026-01-01 00:13:30,ICU,502.5323672036428,7.933300614074577,26.654082678007093,23.389006766443057,44.49922057196377,0.3327295445337791,none,False,0.6755078132615587,False
2026-01-01 00:14:00,ICU,1010.5815884831839,9.354964285159173,22.62550096812505,21.694754659586103,45.023779741866434,0.043442215666937234,stagnation,True,23.171039083069576,True
2026-01-01 00:14:30,ICU,469.6134756246156,11.89435378585606,16.6810909076904,21.035751949433475,42.40605189086016,0.3353192775472801,none,False,0.35642793746676865,False
2026-01-01 00:15:00,ICU,498.6190528673132,12.133763517205645,18.119147652562212,21.74902660168974,48.050142515336205,0.37899922382131596,none,False,0.07153615586345105,False
2026-01-01 00:15:30,ICU,545.5487874070594,9.955397529414277,19.162198551713185,22.205524196864015,45.57294543978752,0.297941864609651,none,False,0.2450474287566571,False
2026-01-01 00:16:00,ICU,560.9122470480041,19.59699995866296,27.566815573208277,21.329292745169262,44.18242776141366,0.2790567922112097,none,False,0.6425874341845582,False
2026-01-01 00:16:30,ICU,564.4612547064681,15.663487226736066,17.144899801120715,21.488929878364793,38.6040592748554,0.3441630221763228,none,False,0.5089784289358494,False
2026-01-01 00:17:00,ICU,530.7132548475108,9.41668846405108,19.6859775143949,20.606422833195722,40.64613506238088,0.4588258955291072,none,False,0.8759681926076525,False
2026-01-01 00:17:30,ICU,508.07301806056205,17.55935161493263,31.685083383586544,21.075709638264712,43.9438641596046,0.36950832904546,none,False,0.8417317906249125,False
2026-01-01 00:18:00,ICU,512.5235944288568,11.314113401323329,23.175946223113186,22.361132043346537,43.92147872545936,0.3458061987316808,none,False,0.1646950979319552,False
2026-01-01 00:18:30,ICU,542.5241865336062,11.252115937287954,20.997050768258116,21.569412466895404,46.465893974950234,0.4031997112567324,none,False,0.3968838884148043,False
2026-01-01 00:19:00,ICU,566.1744689790528,12.212071358810718,20.07047799380181,21.43678165745295,46.00208810109704,0.3477659358831813,none,False,0.1392582058091909,False
2026-01-01 00:19:30,ICU,615.0912979972053,13.211467205124391,17.01967455782745,21.12445150173457,48.62735640672149,0.3658338386301014,none,False,0.5270743899379665,False
2026-01-01 00:20:00,ICU,482.42635987632696,14.837560428556909,21.891341331367276,21.126387448170384,43.640670561532524,0.3659481094119443,none,False,0.2778518985977631,False
2026-01-01 00:20:30,ICU,540.5754528966626,11.746092704022237,19.067500498132617,22.137132011874005,49.471033427199586,0.22449495336444103,none,False,1.6226659782660715,True
2026-01-01 00:21:00,ICU,559.3750970055167,12.94584697282677,18.589495013068802,20.610053241687925,46.0418514549078,0.4392607608964828,none,False,0.34550184016465285,False
2026-01-01 00:21:30,ICU,586.9198147184429,11.073591684894204,19.833592422368458,21.17345915257361,44.055798837195255,0.4179605974480922,none,False,0.3265922330737417,False
2026-01-01 00:22:00,ICU,621.7110419729694,15.592700110847371,21.83696597427069,23.411271472644714,46.37744392012919,0.3944226310355674,none,False,0.23872958425813975,False
2026-01-01 00:22:30,ICU,555.1320789299435,9.969484687488553,24.04067728156525,21.073825410145275,47.40880718464236,0.34355525499421113,none,False,0.16074130246790472,False
2026-01-01 00:23:00,ICU,582.5564547426854,17.524980852776284,23.007155271002418,20.759179096766974,44.86218286114128,0.29455175936205313,none,False,0.540052562759001,False
2026-01-01 00:23:30,ICU,613.0220572066581,13.97692442958282,17.29004228153799,21.206178906018277,45.16266927551851,0.2923881423754302,none,False,0.6420218286457301,False
2026-01-01 00:24:00,ICU,565.1042946494615,15.531534003005381,22.522509748478146,20.184461165037597,45.978698081776066,0.35688157339589355,none,False,0.37978362053099834,False
2026-01-01 00:24:30,ICU,617.3230656606659,5.877152129451211,17.72474224572283,22.490556247532133,40.32208376150362,0.42714080039594743,none,False,0.9591967018642785,False
2026-01-01 00:25:00,ICU,586.5885626174024,10.355299095026274,23.34589486598705,22.87294526601567,45.76676414000316,0.36512654861451765,none,False,0.3545560731062563,False
2026-01-01 00:25:30,ICU,518.2416750725873,11.626801100833006,19.482426058929317,22.325218329230548,48.068859882284954,0.3005425529787828,none,False,0.3282813245984694,False
2026-01-01 00:26:00,ICU,612.0837432656153,9.839873347543719,16.805183976147266,22.180681762526664,47.603793605437374,0.3541032044771035,none,False,0.23943134112060127,False
2026-01-01 00:26:30,ICU,587.147065128701,14.597342846321185,22.312309532831037,23.881291185783798,44.45639757905287,0.2534180176792243,none,False,0.8906173818004038,False
2026-01-01 00:27:00,ICU,534.6168573976707,12.396762198927693,25.3356972273069,20.737691264725818,41.318179223580174,0.27359214643898694,none,False,0.19394563524550487,False
2026-01-01 00:27:30,ICU,570.5595676258093,13.646916113066553,21.204233496818535,20.88961464878697,38.14404227473031,0.3564353085009311,none,False,0.6193242460873098,False
2026-01-01 00:28:00,ICU,571.3985385615474,14.181438570985883,20.65373598466416,22.62826051958657,45.76321181466728,0.38028211989617694,none,False,0.20222409958008522,False
2026-01-01 00:28:30,ICU,1027.6649399430617,12.667124370020911,23.38450867506973,21.705486016900355,46.64029784724637,0.037573185104464064,stagnation,True,22.443240959398352,True
2026-01-01 00:29:00,ICU,501.2614124561932,7.6314514471511306,10.76954570657957,21.478190485070414,47.32630933866282,0.33965617865485087,none,False,1.0817370638220332,False
2026-01-01 00:29:30,ICU,596.7371903838446,16.062270659688394,19.8290646116092,23.10399198175827,45.35559223818765,0.3120907019528929,none,False,0.08957108439988654,False
2026-01-01 00:30:00,ICU,493.9949332237404,9.416008281957568,18.67514637191365,22.664310640345153,50.24271933665648,0.2849114163890743,none,False,0.6077753992100051,False
2026-01-01 00:30:30,ICU,511.6422533863686,13.505691539206357,19.584453762338093,20.557035412339776,47.8664912485222,0.3238299780504009,none,False,0.3605172523407946,False
2026-01-01 00:31:00,ICU,510.5212415089419,10.119933618950572,21.821939694797322,21.870680113654405,46.06876945586068,0.3722352651471041,none,False,0.14848778040856092,False
2026-01-01 00:31:30,ICU,539.646924507279,7.653385813009159,24.380835351016405,21.75719859926789,48.42773659727848,0.3733668188364412,none,False,0.4444999822435875,False
2026-01-01 00:32:00,ICU,567.3561402766092,17.93816529324783,28.42142560004026,22.078205604871272,45.56569939282016,0.4080683885167659,none,False,0.5307740232475054,False
2026-01-01 00:32:30,ICU,566.7743506286331,12.008699849236004,21.370684036626976,21.356315193399826,40.31758591317067,0.2506652478553141,none,False,0.2711911749320917,False
2026-01-01 00:33:00,ICU,535.150648643302,11.207866741075597,27.86551331774724,22.908112429531673,42.201168151996995,0.37175749767364186,none,False,1.0830646687869208,False
2026-01-01 00:33:30,ICU,542.1689198429418,12.644563782359787,22.594800246719764,21.752216368656423,48.28014143231672,0.2973324303985619,none,False,0.36554282816410305,False
2026-01-01 00:34:00,ICU,657.4959206852708,12.758963518411763,25.85249041380594,22.097142620014814,46.83205557652532,0.35164705480716224,none,False,0.26421305929191397,False
2026-01-01 00:34:30,ICU,522.4548548970712,13.381757846024858,16.714989602126526,22.55669586082466,48.346714782489926,0.37286925881947136,none,False,0.08935269673951605,False
2026-01-01 00:35:00,ICU,571.837629953756,11.165956002895967,23.86482206124087,20.559401844503952,44.08515306517926,0.2550581587205603,none,False,0.3270453532255084,False
2026-01-01 00:35:30,ICU,608.2780248715966,14.778643337891065,17.246196922828847,20.822820806360884,36.19950187845105,0.3274796442021686,none,False,1.32606390327531,False
2026-01-01 00:36:00,ICU,571.1631043582576,10.415476479344324,21.98591195465828,23.267605453710743,55.86129192816522,0.028329842984962845,hvac_fault,True,7.674038753446212,True
